argentina,1303157
australia,1297925
belgium,1301832
brazil,1303296
cameroon,1297052
canada,1287440
costa rica,
croatia,1296187
denmark,
ecuador,
england,1304538
france,1303690
germany ,1304535
ghana,
iran,
japan,
mexico,1304152
morocco,
netherlands,
poland,
portugal,
qatar,
saudi arabia,
senegal,
serbia,
south korea,
spain,
switzerland,1300155
tunisia,
uruguay,
usa,1299025
wales,
